Id,TenancyId,DocumentType,DocumentNo,ExternalDocRef,TransactionDate,TransactionAmount
14603,438,Invoice,N8379,,2022-10-01 00:00:26.147727,7000
14604,323,Invoice,N8378,,2022-10-01 00:00:26.046013,13500
14605,327,Invoice,N8377,,2022-10-01 00:00:26.005176,8500
14606,328,Invoice,N8376,,2022-10-01 00:00:25.962261,8500
14607,334,Invoice,N8375,,2022-10-01 00:00:25.907489,8000
14608,404,Invoice,N8374,,2022-10-01 00:00:25.862181,7000
14609,362,Invoice,N8373,,2022-10-01 00:00:25.782265,5000
14610,354,Invoice,N8372,,2022-10-01 00:00:25.71555,8000
14611,378,Invoice,N8371,,2022-10-01 00:00:25.637089,0
14612,388,Invoice,N8370,,2022-10-01 00:00:25.566072,7000
14613,297,Invoice,N8369,,2022-10-01 00:00:25.519008,9500
14614,424,Invoice,N8368,,2022-10-01 00:00:25.433205,7000
14615,370,Invoice,N8367,,2022-10-01 00:00:25.379651,8000
14616,467,Invoice,N8366,,2022-10-01 00:00:25.31738,7000.00
14617,188,Invoice,N8365,,2022-10-01 00:00:25.27265,8500
14618,275,Invoice,N8364,,2022-10-01 00:00:25.212908,8500
14620,243,Invoice,N8362,,2022-10-01 00:00:25.107876,6500
14621,463,Invoice,N8339,,2022-10-01 00:00:23.819112,7000
14622,476,Invoice,N8338,,2022-10-01 00:00:23.773905,7000
14623,477,Invoice,N8337,,2022-10-01 00:00:23.715897,7000
14624,181,Invoice,N8336,,2022-10-01 00:00:23.667271,14500
14625,470,Invoice,N8312,,2022-10-01 00:00:22.311554,7000
14626,455,Invoice,N8311,,2022-10-01 00:00:22.270645,7000
14628,321,Invoice,N8309,,2022-10-01 00:00:22.157968,15500
14629,246,Invoice,N8308,,2022-10-01 00:00:22.081236,6500.00
14630,194,Invoice,N8307,,2022-10-01 00:00:22.033069,12500
14632,279,Invoice,N8305,,2022-10-01 00:00:21.902675,14500
14633,335,Invoice,N8304,,2022-10-01 00:00:21.82893,0
14634,345,Invoice,N8303,,2022-10-01 00:00:21.774102,60000
14635,356,Invoice,N8302,,2022-10-01 00:00:21.658813,14500
14636,452,Invoice,N8301,,2022-10-01 00:00:21.607114,7000
14637,454,Invoice,N8300,,2022-10-01 00:00:21.533821,7000
14638,391,Invoice,N8299,,2022-10-01 00:00:21.437956,7000
14639,389,Invoice,N8298,,2022-10-01 00:00:21.365821,7000
14640,390,Invoice,N8297,,2022-10-01 00:00:21.320013,7000
14641,392,Invoice,N8296,,2022-10-01 00:00:21.264926,7000
14642,407,Invoice,N8295,,2022-10-01 00:00:21.131629,7000
14643,408,Invoice,N8294,,2022-10-01 00:00:21.084386,7000
14644,426,Invoice,N8313,,2022-10-01 00:00:22.367544,7000
14645,413,Invoice,N8381,,2022-10-01 00:00:26.266687,7000
14646,445,Invoice,N8314,,2022-10-01 00:00:22.442064,7000
14647,365,Invoice,N8316,,2022-10-01 00:00:22.561961,85000
14648,317,Invoice,N8335,,2022-10-01 00:00:23.606435,8000
14649,468,Invoice,N8334,,2022-10-01 00:00:23.55939,7000
14650,469,Invoice,N8333,,2022-10-01 00:00:23.480333,7000
14651,236,Invoice,N8332,,2022-10-01 00:00:23.397348,14500
14652,218,Invoice,N8331,,2022-10-01 00:00:23.353095,18500
14653,316,Invoice,N8330,,2022-10-01 00:00:23.300187,16500
14654,214,Invoice,N8329,,2022-10-01 00:00:23.23824,14500
14655,71,Invoice,N8328,,2022-10-01 00:00:23.197587,13500
14656,58,Invoice,N8327,,2022-10-01 00:00:23.15514,12500
14657,46,Invoice,N8326,,2022-10-01 00:00:23.107841,4500.00
14658,51,Invoice,N8325,,2022-10-01 00:00:23.039295,12500
14659,69,Invoice,N8324,,2022-10-01 00:00:22.992231,13500
14660,80,Invoice,N8323,,2022-10-01 00:00:22.933169,13500
14661,81,Invoice,N8322,,2022-10-01 00:00:22.874222,13500
14662,330,Invoice,N8321,,2022-10-01 00:00:22.825949,16500
14663,307,Invoice,N8320,,2022-10-01 00:00:22.771037,10500
14664,336,Invoice,N8319,,2022-10-01 00:00:22.698623,13500
14665,394,Invoice,N8318,,2022-10-01 00:00:22.65703,7000
14668,425,Invoice,N8293,,2022-10-01 00:00:21.026687,7000
14669,427,Invoice,N8382,,2022-10-01 00:00:26.309186,7000
14670,296,Invoice,N8384,,2022-10-01 00:00:26.488741,0
14671,434,Invoice,N8448,,2022-10-01 00:00:30.896025,7000
14672,456,Invoice,N8447,,2022-10-01 00:00:30.838181,8500.00
14673,457,Invoice,N8446,,2022-10-01 00:00:30.783718,7000
14674,458,Invoice,N8445,,2022-10-01 00:00:30.710528,7000
14675,471,Invoice,N8444,,2022-10-01 00:00:30.657357,7000
14676,479,Invoice,N8443,,2022-10-01 00:00:30.593531,7000
14677,480,Invoice,N8442,,2022-10-01 00:00:30.52421,7000
14678,484,Invoice,N8441,,2022-10-01 00:00:30.450699,7000
14679,289,Invoice,N8449,,2022-10-01 00:00:30.965579,11500
14680,485,Invoice,N8440,,2022-10-01 00:00:30.395168,7000
14681,489,Invoice,N8438,,2022-10-01 00:00:30.254119,14500
14682,395,Invoice,N8437,,2022-10-01 00:00:30.185798,7000
14683,84,Invoice,N8436,,2022-10-01 00:00:30.121909,17500
14684,141,Invoice,N8435,,2022-10-01 00:00:30.043633,18500
14685,358,Invoice,N8434,,2022-10-01 00:00:29.967107,8500
14686,138,Invoice,N8433,,2022-10-01 00:00:29.889432,17500
14687,144,Invoice,N8432,,2022-10-01 00:00:29.830731,14500
14688,85,Invoice,N8431,,2022-10-01 00:00:29.762528,16100
14689,491,Invoice,N8439,,2022-10-01 00:00:30.327505,7500
14690,83,Invoice,N8450,,2022-10-01 00:00:31.021879,17250
14691,374,Invoice,N8451,,2022-10-01 00:00:31.081378,3000
14692,139,Invoice,N8452,,2022-10-01 00:00:31.148592,14500
14693,337,Invoice,N8471,,2022-10-01 00:00:32.404917,8500.00
14694,396,Invoice,N8470,,2022-10-01 00:00:32.336671,7000
14695,397,Invoice,N8469,,2022-10-01 00:00:32.27983,7000
14696,385,Invoice,N8468,,2022-10-01 00:00:32.211536,7500
14697,416,Invoice,N8467,,2022-10-01 00:00:32.13044,7000
14698,417,Invoice,N8466,,2022-10-01 00:00:32.047902,7000
14699,415,Invoice,N8465,,2022-10-01 00:00:31.981223,7000
14700,433,Invoice,N8464,,2022-10-01 00:00:31.922748,7000
14701,447,Invoice,N8463,,2022-10-01 00:00:31.869335,7000
14702,460,Invoice,N8462,,2022-10-01 00:00:31.813328,7000
14703,461,Invoice,N8461,,2022-10-01 00:00:31.753313,7000
14704,373,Invoice,N8460,,2022-10-01 00:00:31.69893,5000
14705,314,Invoice,N8459,,2022-10-01 00:00:31.621645,5000
14706,195,Invoice,N8458,,2022-10-01 00:00:31.543865,12500
14707,375,Invoice,N8457,,2022-10-01 00:00:31.469275,5000
14708,132,Invoice,N8456,,2022-10-01 00:00:31.404066,14500
14709,70,Invoice,N8455,,2022-10-01 00:00:31.347803,13500
14710,213,Invoice,N8454,,2022-10-01 00:00:31.265112,13500
14711,158,Invoice,N8453,,2022-10-01 00:00:31.206029,18500
14712,137,Invoice,N8430,,2022-10-01 00:00:29.684872,14500
14713,331,Invoice,N8429,,2022-10-01 00:00:29.607592,13500
14714,75,Invoice,N8428,,2022-10-01 00:00:29.539893,13500
14715,159,Invoice,N8427,,2022-10-01 00:00:29.436974,15500
14716,149,Invoice,N8403,,2022-10-01 00:00:27.7398,9500
14717,258,Invoice,N8402,,2022-10-01 00:00:27.664945,13500
14718,250,Invoice,N8401,,2022-10-01 00:00:27.61136,6500.00
14720,150,Invoice,N8399,,2022-10-01 00:00:27.496658,9500
14721,310,Invoice,N8398,,2022-10-01 00:00:27.435103,5000
14722,133,Invoice,N8397,,2022-10-01 00:00:27.374092,14500
14723,338,Invoice,N8396,,2022-10-01 00:00:27.30421,14500
14724,209,Invoice,N8395,,2022-10-01 00:00:27.253577,12500
14725,359,Invoice,N8394,,2022-10-01 00:00:27.190388,7500
14726,367,Invoice,N8393,,2022-10-01 00:00:27.132039,9500
14727,154,Invoice,N8392,,2022-10-01 00:00:27.058968,13500
14728,202,Invoice,N8391,,2022-10-01 00:00:26.981561,14500
14729,35,Invoice,N8390,,2022-10-01 00:00:26.933505,7000.00
14730,286,Invoice,N8389,,2022-10-01 00:00:26.878128,5000
14731,300,Invoice,N8388,,2022-10-01 00:00:26.794681,6500.00
14732,253,Invoice,N8387,,2022-10-01 00:00:26.717448,5000
14733,192,Invoice,N8386,,2022-10-01 00:00:26.640617,11500
14734,271,Invoice,N8385,,2022-10-01 00:00:26.565087,13500
14735,277,Invoice,N8404,,2022-10-01 00:00:27.798698,10500
14736,251,Invoice,N8383,,2022-10-01 00:00:26.381121,6000.00
14737,186,Invoice,N8405,,2022-10-01 00:00:27.851251,13500
14738,65,Invoice,N8407,,2022-10-01 00:00:27.954386,13500
14739,617,Invoice,N8426,,2022-10-01 00:00:29.338682,13500
14740,179,Invoice,N8425,,2022-10-01 00:00:29.267962,11500
14741,182,Invoice,N8424,,2022-10-01 00:00:29.211481,15500
14742,176,Invoice,N8423,,2022-10-01 00:00:29.124166,8000
14743,228,Invoice,N8422,,2022-10-01 00:00:29.016633,13500
14744,15,Invoice,N8421,,2022-10-01 00:00:28.954752,8000
14745,17,Invoice,N8420,,2022-10-01 00:00:28.897535,8000
14746,9,Invoice,N8419,,2022-10-01 00:00:28.83485,8000
14747,288,Invoice,N8418,,2022-10-01 00:00:28.766269,7500
14748,303,Invoice,N8417,,2022-10-01 00:00:28.686796,8500
14749,63,Invoice,N8416,,2022-10-01 00:00:28.594647,12500
14750,313,Invoice,N8415,,2022-10-01 00:00:28.54374,4000
14751,311,Invoice,N8414,,2022-10-01 00:00:28.492305,8500
14752,66,Invoice,N8413,,2022-10-01 00:00:28.398792,13500
14753,21,Invoice,N8412,,2022-10-01 00:00:28.318978,8000
14754,222,Invoice,N8411,,2022-10-01 00:00:28.254641,14500
14755,306,Invoice,N8410,,2022-10-01 00:00:28.180369,13500
14756,19,Invoice,N8409,,2022-10-01 00:00:28.099192,8000
14757,189,Invoice,N8408,,2022-10-01 00:00:28.028977,8500
14758,33,Invoice,N8406,,2022-10-01 00:00:27.896115,8500.00
14759,400,Invoice,N8110,,2022-10-01 00:00:07.953254,7000
14760,443,Invoice,N8292,,2022-10-01 00:00:20.974865,7000
14761,59,Invoice,N8290,,2022-10-01 00:00:20.828994,12500
14762,514,Invoice,N8175,,2022-10-01 00:00:12.707853,7000
14763,89,Invoice,N8174,,2022-10-01 00:00:12.617998,18500
14764,23,Invoice,N8173,,2022-10-01 00:00:12.560081,8000
14765,74,Invoice,N8172,,2022-10-01 00:00:12.481259,13500
14766,49,Invoice,N8171,,2022-10-01 00:00:12.417317,12500
14767,55,Invoice,N8170,,2022-10-01 00:00:12.359449,12500
14768,39,Invoice,N8169,,2022-10-01 00:00:12.287195,7000.00
14769,38,Invoice,N8168,,2022-10-01 00:00:12.221041,8000.00
14770,79,Invoice,N8176,,2022-10-01 00:00:12.791435,13500
14771,73,Invoice,N8167,,2022-10-01 00:00:12.165788,13500
14772,61,Invoice,N8165,,2022-10-01 00:00:12.007104,14500
14773,34,Invoice,N8164,,2022-10-01 00:00:11.949086,7000.00
14774,280,Invoice,N8163,,2022-10-01 00:00:11.86411,7000.00
14775,72,Invoice,N8162,,2022-10-01 00:00:11.793972,13500
14776,43,Invoice,N8161,,2022-10-01 00:00:11.733858,8000.00
14777,37,Invoice,N8160,,2022-10-01 00:00:11.662442,7000.00
14778,30,Invoice,N8159,,2022-10-01 00:00:11.598072,8500
14779,93,Invoice,N8158,,2022-10-01 00:00:11.546572,19500
14780,54,Invoice,N8166,,2022-10-01 00:00:12.064118,12500
14781,57,Invoice,N8177,,2022-10-01 00:00:12.856665,12500
14782,257,Invoice,N8178,,2022-10-01 00:00:12.917804,14500
14783,267,Invoice,N8179,,2022-10-01 00:00:12.989278,7500
14784,76,Invoice,N8198,,2022-10-01 00:00:14.558532,13500
14785,32,Invoice,N8197,,2022-10-01 00:00:14.467778,8000.00
14786,136,Invoice,N8196,,2022-10-01 00:00:14.397336,14500
14787,107,Invoice,N8195,,2022-10-01 00:00:14.310051,5000.00
14788,102,Invoice,N8194,,2022-10-01 00:00:14.215381,15500
14789,106,Invoice,N8193,,2022-10-01 00:00:14.118581,15500
14790,108,Invoice,N8192,,2022-10-01 00:00:14.023739,5500.00
14791,91,Invoice,N8191,,2022-10-01 00:00:13.955191,15500
14792,281,Invoice,N8190,,2022-10-01 00:00:13.873268,7000
14793,123,Invoice,N8189,,2022-10-01 00:00:13.781346,6000
14794,96,Invoice,N8188,,2022-10-01 00:00:13.702482,15500
14795,110,Invoice,N8187,,2022-10-01 00:00:13.624493,5500.00
14796,36,Invoice,N8186,,2022-10-01 00:00:13.543792,8500.00
14797,148,Invoice,N8185,,2022-10-01 00:00:13.464747,13500
14798,109,Invoice,N8184,,2022-10-01 00:00:13.376508,5500.00
14799,82,Invoice,N8183,,2022-10-01 00:00:13.306267,17500
14800,268,Invoice,N8182,,2022-10-01 00:00:13.232568,13500
14801,13,Invoice,N8181,,2022-10-01 00:00:13.124234,8000
14802,86,Invoice,N8180,,2022-10-01 00:00:13.054745,17250
14803,20,Invoice,N8157,,2022-10-01 00:00:11.464256,8000
14804,247,Invoice,N8156,,2022-10-01 00:00:11.379252,6500.00
14806,249,Invoice,N8154,,2022-10-01 00:00:11.233141,7500
14807,473,Invoice,N8130,,2022-10-01 00:00:09.516018,8500
14808,472,Invoice,N8129,,2022-10-01 00:00:09.432951,7000
14809,42,Invoice,N8128,,2022-10-01 00:00:09.32075,6500.00
14810,157,Invoice,N8127,,2022-10-01 00:00:09.256873,13500
14811,224,Invoice,N8126,,2022-10-01 00:00:09.182416,12500
14812,169,Invoice,N8125,,2022-10-01 00:00:09.104591,11500
14813,212,Invoice,N8124,,2022-10-01 00:00:09.030507,18500
14814,293,Invoice,N8123,,2022-10-01 00:00:08.946462,8000.00
14815,309,Invoice,N8122,,2022-10-01 00:00:08.885596,6500.00
14816,240,Invoice,N8121,,2022-10-01 00:00:08.833764,14500
14817,175,Invoice,N8120,,2022-10-01 00:00:08.727487,45000
14818,47,Invoice,N8119,,2022-10-01 00:00:08.648195,11500
14819,401,Invoice,N8118,,2022-10-01 00:00:08.562256,7000
14820,147,Invoice,N8117,,2022-10-01 00:00:08.507108,17500
14821,419,Invoice,N8116,,2022-10-01 00:00:08.448734,7000
14822,351,Invoice,N8115,,2022-10-01 00:00:08.336316,8500
14823,368,Invoice,N8114,,2022-10-01 00:00:08.27527,7500
14824,376,Invoice,N8113,,2022-10-01 00:00:08.196915,5000
14825,462,Invoice,N8112,,2022-10-01 00:00:08.120073,7000
14826,474,Invoice,N8131,,2022-10-01 00:00:09.592291,7000
14827,515,Invoice,N8199,,2022-10-01 00:00:14.632617,7000
14828,513,Invoice,N8132,,2022-10-01 00:00:09.671161,7000
14829,506,Invoice,N8134,,2022-10-01 00:00:09.815868,7000
14830,294,Invoice,N8153,,2022-10-01 00:00:11.17847,7500.00
14831,221,Invoice,N8152,,2022-10-01 00:00:11.128408,9500
14832,283,Invoice,N8151,,2022-10-01 00:00:11.029265,8500
14833,502,Invoice,N8150,,2022-10-01 00:00:10.960301,7000
14834,486,Invoice,N8149,,2022-10-01 00:00:10.895,8500
14835,488,Invoice,N8148,,2022-10-01 00:00:10.828096,15500
14836,490,Invoice,N8147,,2022-10-01 00:00:10.760107,13500
14837,493,Invoice,N8146,,2022-10-01 00:00:10.678129,11500
14838,494,Invoice,N8145,,2022-10-01 00:00:10.608772,13500
14839,495,Invoice,N8144,,2022-10-01 00:00:10.52692,5500
14840,492,Invoice,N8143,,2022-10-01 00:00:10.462938,7500
14841,497,Invoice,N8142,,2022-10-01 00:00:10.399742,17500
14843,500,Invoice,N8140,,2022-10-01 00:00:10.250172,7000
14844,501,Invoice,N8139,,2022-10-01 00:00:10.196449,7000
14845,435,Invoice,N8138,,2022-10-01 00:00:10.120551,7000
14846,503,Invoice,N8137,,2022-10-01 00:00:10.042662,7000
14847,504,Invoice,N8136,,2022-10-01 00:00:09.977635,8500
14848,505,Invoice,N8135,,2022-10-01 00:00:09.909374,7000
14849,512,Invoice,N8133,,2022-10-01 00:00:09.758329,7000
14850,52,Invoice,N8291,,2022-10-01 00:00:20.891361,12500
14851,516,Invoice,N8200,,2022-10-01 00:00:14.714525,7000
14852,592,Invoice,N8202,,2022-10-01 00:00:14.875213,7000
14853,511,Invoice,N8266,,2022-10-01 00:00:19.183423,7000
14854,547,Invoice,N8265,,2022-10-01 00:00:19.138407,7500
14855,537,Invoice,N8264,,2022-10-01 00:00:19.089639,4000
14856,518,Invoice,N8263,,2022-10-01 00:00:19.030385,7000
14857,520,Invoice,N8262,,2022-10-01 00:00:18.956866,7000
14858,521,Invoice,N8261,,2022-10-01 00:00:18.908272,7000
14859,524,Invoice,N8260,,2022-10-01 00:00:18.840739,7500
14860,540,Invoice,N8259,,2022-10-01 00:00:18.75417,7500
14861,548,Invoice,N8267,,2022-10-01 00:00:19.236231,8000
14862,530,Invoice,N8258,,2022-10-01 00:00:18.699996,7000
14863,509,Invoice,N8256,,2022-10-01 00:00:18.556451,7000
14864,533,Invoice,N8255,,2022-10-01 00:00:18.509075,7000
14865,534,Invoice,N8254,,2022-10-01 00:00:18.45578,7000
14866,535,Invoice,N8253,,2022-10-01 00:00:18.377006,7000
14867,526,Invoice,N8252,,2022-10-01 00:00:18.315158,7000
14869,541,Invoice,N8250,,2022-10-01 00:00:18.18651,5000
14870,542,Invoice,N8249,,2022-10-01 00:00:18.100696,15500
14871,531,Invoice,N8257,,2022-10-01 00:00:18.6435,7000
14872,550,Invoice,N8268,,2022-10-01 00:00:19.330425,8500.00
14873,569,Invoice,N8269,,2022-10-01 00:00:19.404433,7000
14874,568,Invoice,N8270,,2022-10-01 00:00:19.455419,7000
14875,318,Invoice,N8289,,2022-10-01 00:00:20.737139,16500
14876,549,Invoice,N8288,,2022-10-01 00:00:20.683977,8000
14877,551,Invoice,N8287,,2022-10-01 00:00:20.621596,7500
14878,553,Invoice,N8286,,2022-10-01 00:00:20.532666,7500
14879,554,Invoice,N8285,,2022-10-01 00:00:20.475276,7500
14880,517,Invoice,N8284,,2022-10-01 00:00:20.421805,7000
14882,556,Invoice,N8282,,2022-10-01 00:00:20.276574,7000
14883,557,Invoice,N8281,,2022-10-01 00:00:20.179837,7000
14884,588,Invoice,N8280,,2022-10-01 00:00:20.092095,7000
14885,559,Invoice,N8279,,2022-10-01 00:00:20.038382,7000
14886,560,Invoice,N8278,,2022-10-01 00:00:19.982352,7000
14887,577,Invoice,N8277,,2022-10-01 00:00:19.878639,7000
14888,561,Invoice,N8276,,2022-10-01 00:00:19.828317,13500
14889,578,Invoice,N8275,,2022-10-01 00:00:19.777527,7000
14890,564,Invoice,N8274,,2022-10-01 00:00:19.722577,7000
14891,565,Invoice,N8273,,2022-10-01 00:00:19.640754,7500
14892,566,Invoice,N8272,,2022-10-01 00:00:19.566613,7000
14893,567,Invoice,N8271,,2022-10-01 00:00:19.509615,7000
14894,543,Invoice,N8248,,2022-10-01 00:00:18.049439,15500
14895,545,Invoice,N8247,,2022-10-01 00:00:17.972656,12500
14896,546,Invoice,N8246,,2022-10-01 00:00:17.918679,7500
14897,570,Invoice,N8245,,2022-10-01 00:00:17.841585,7000
14898,596,Invoice,N8221,,2022-10-01 00:00:16.24722,7000
14899,595,Invoice,N8220,,2022-10-01 00:00:16.196327,7000
14900,583,Invoice,N8219,,2022-10-01 00:00:16.114467,7000
14901,574,Invoice,N8218,,2022-10-01 00:00:16.055986,7000
14902,575,Invoice,N8217,,2022-10-01 00:00:15.987131,7000
14903,576,Invoice,N8216,,2022-10-01 00:00:15.903083,7000
14904,579,Invoice,N8215,,2022-10-01 00:00:15.839806,7000
14905,580,Invoice,N8214,,2022-10-01 00:00:15.752146,7000
14906,581,Invoice,N8213,,2022-10-01 00:00:15.685186,7000
14907,563,Invoice,N8212,,2022-10-01 00:00:15.616696,7000
14908,582,Invoice,N8211,,2022-10-01 00:00:15.527187,7000
14909,584,Invoice,N8210,,2022-10-01 00:00:15.468672,10500
14910,594,Invoice,N8209,,2022-10-01 00:00:15.406627,7000
14911,585,Invoice,N8208,,2022-10-01 00:00:15.32103,10500
14912,586,Invoice,N8207,,2022-10-01 00:00:15.237913,7000
14913,587,Invoice,N8206,,2022-10-01 00:00:15.179378,7000
14914,589,Invoice,N8205,,2022-10-01 00:00:15.117543,7000
14915,590,Invoice,N8204,,2022-10-01 00:00:15.044976,7000
14916,591,Invoice,N8203,,2022-10-01 00:00:14.965584,7000
14917,597,Invoice,N8222,,2022-10-01 00:00:16.32414,7000
14918,593,Invoice,N8201,,2022-10-01 00:00:14.795746,7000
14920,614,Invoice,N8225,,2022-10-01 00:00:16.50522,7000
14921,571,Invoice,N8244,,2022-10-01 00:00:17.774587,7000.00
14922,572,Invoice,N8243,,2022-10-01 00:00:17.684153,7000.00
14923,573,Invoice,N8242,,2022-10-01 00:00:17.635284,7000
14924,598,Invoice,N8241,,2022-10-01 00:00:17.571305,7000
14925,599,Invoice,N8240,,2022-10-01 00:00:17.520588,7000
14926,600,Invoice,N8239,,2022-10-01 00:00:17.447118,7000
14927,601,Invoice,N8238,,2022-10-01 00:00:17.395445,7000
14928,602,Invoice,N8237,,2022-10-01 00:00:17.329243,6000.00
14929,603,Invoice,N8236,,2022-10-01 00:00:17.258242,15500
14930,604,Invoice,N8235,,2022-10-01 00:00:17.206286,15000
14931,605,Invoice,N8234,,2022-10-01 00:00:17.120102,9500
14932,606,Invoice,N8233,,2022-10-01 00:00:17.039671,15500
14933,607,Invoice,N8232,,2022-10-01 00:00:16.975549,7000
14934,608,Invoice,N8231,,2022-10-01 00:00:16.906518,7000
14935,609,Invoice,N8230,,2022-10-01 00:00:16.852524,7000
14936,610,Invoice,N8229,,2022-10-01 00:00:16.765717,7000
14937,611,Invoice,N8228,,2022-10-01 00:00:16.676279,12500
14938,612,Invoice,N8227,,2022-10-01 00:00:16.624141,7500
14939,613,Invoice,N8226,,2022-10-01 00:00:16.573813,7000
14940,615,Invoice,N8224,,2022-10-01 00:00:16.453948,7000
14941,618,Invoice,N8472,,2022-10-01 00:00:32.45805,8000
14942,65,Receipt,R6581,QIU6Y2BK54,2022-10-01 07:34:09.334913,-14000.00
14943,251,Receipt,R6582,QIU6YMG0UY,2022-10-01 07:34:39.218535,-6000.00
14944,450,Receipt,R6583,SANDAL30-9-22,2022-10-01 07:35:54.264711,-185000
14945,57,Receipt,R6584,QJ14ZPLBOI,2022-10-01 09:58:56.673442,-8000.00
14946,419,Receipt,R6585,QJ10ZSA1RE,2022-10-01 10:33:03.701868,-7000.00
14947,212,Receipt,R6586,QJ16ZSDN5W,2022-10-01 10:34:28.206218,-18500.00
14948,497,Receipt,R6587,QJ1116JD75,2022-10-01 13:23:31.21712,-17500.00
14949,570,Receipt,R6588,QJ111B8ZCT,2022-10-01 14:15:21.898222,-7000.00
14950,605,Receipt,R6589,QJ141BCS5M,2022-10-01 14:16:34.796916,-3500.00
14951,309,Receipt,R6590,QJ191EY1LN,2022-10-01 14:56:43.759126,-6500.00
14952,351,Receipt,R6591,QJ141LPLNS,2022-10-01 16:14:47.087509,-8500.00
14953,537,Receipt,R6592,QJ202XYXOE,2022-10-02 08:29:01.378483,-4000.00
14954,323,Receipt,R6593,QJ2532LGL7,2022-10-02 09:41:09.876175,-13500.00
14955,157,Receipt,R6594,QJ2135BNC7,2022-10-02 10:22:17.989302,-13500.00
14956,599,Receipt,R6595,QJ243GI782,2022-10-02 13:06:33.37882,-7000.00
14957,311,Receipt,R6596,QJ273IV5UZ,2022-10-02 13:37:59.619733,-8500.00
14958,547,Receipt,R6597,QJ283NAZTI,2022-10-02 14:33:30.405528,-4500.00
14959,249,Receipt,R6598,QJ263O0CUW,2022-10-02 14:41:50.571268,-3000.00
14960,181,Receipt,R6599,QJ213VU9NF,2022-10-02 16:14:15.6566,-14500.00
14961,417,Receipt,R6600,QJ2143GWZ1,2022-10-02 17:43:18.490033,-4000.00
14962,258,Receipt,R6601,QJ204MTUT6,2022-10-02 20:39:19.085489,-13500.00
14963,579,Receipt,R6602,QJ254VAXE3,2022-10-02 23:38:20.558784,-7000.00
14964,609,Receipt,R6603,QJ3351F6B5,2022-10-03 07:42:54.179767,-4000.00
14965,614,Receipt,R6604,QJ3753JHQH,2022-10-03 08:17:59.5222,-7000.00
14966,602,Receipt,R6605,QJ3358AM5X,2022-10-03 09:27:32.443127,-6000.00
14967,521,Receipt,R6606,QJ365IFGD4,2022-10-03 11:40:36.274459,-7000.00
14968,609,Receipt,R6607,QJ395NI0KX,2022-10-03 12:44:17.081456,-4000.00
14969,6,Receipt,R6608,QJ325SJNIY,2022-10-03 13:40:53.328385,-7000.00
14970,82,Receipt,R6609,QJ355AEC63,2022-10-03 13:57:05.583598,-17500.00
14971,365,Receipt,R6610,QJ1121OZ4P,2022-10-03 13:57:23.425724,-85000.00
14972,83,Receipt,R6611,QJ305AFKJQ,2022-10-03 13:57:58.143434,-17250.00
14973,373,Receipt,R6612,QJ3155QO0B,2022-10-03 13:59:21.890295,-5000.00
14974,374,Receipt,R6613,QJ325K5ZCK,2022-10-03 13:59:52.17895,-3000.00
14975,194,Receipt,R6614,QJ305UVV76,2022-10-03 14:08:02.503637,-12500.00
14976,433,Receipt,R6615,QJ395WP3AT,2022-10-03 14:30:01.916386,-7000.00
14977,490,Receipt,R6616,QJ3161G1V1,2022-10-03 15:29:17.912429,-10000.00
14978,619,Receipt,R6617,QJ1118GLB9,2022-10-03 15:39:46.698693,-7500.00
14979,619,Invoice,N8473,,2022-10-03 15:40:36.527841,14000
14980,447,Receipt,R6618,QJ3463NZ3E,2022-10-03 15:56:18.213035,-7000.00
14981,43,Receipt,R6619,QJ346MGGE0,2022-10-03 18:58:57.921109,-8000.00
14982,34,Receipt,R6620,QJ376XKO7H,2022-10-03 20:32:21.274861,-7000.00
14983,515,Receipt,R6621,QJ316Y4JWL,2022-10-03 20:38:01.38651,-7000.00
14984,413,Receipt,R6622,QJ3473NLUU,2022-10-03 21:50:30.062207,-7000.00
14985,540,Receipt,R6623,QJ387469W0,2022-10-03 21:59:46.311155,-7500.00
14986,461,Receipt,R6624,QJ437EKAJ3,2022-10-04 08:01:00.413184,-7000.00
14987,247,Receipt,R6625,QJ427FPHM6,2022-10-04 08:18:51.154471,-6500.00
14988,470,Receipt,R6626,QJ467JYZVU,2022-10-04 09:21:06.963659,-7000.00
14989,549,Receipt,R6627,QJ437KD3I7,2022-10-04 09:26:24.384285,-8000.00
14990,317,Receipt,R6628,QJ427RXFU0,2022-10-04 11:06:06.248711,-8000.00
14991,508,Receipt,R6629,QJ1529CL97,2022-10-04 11:08:22.630565,-2000.00
14992,590,Receipt,R6630,QJ427VEUXM,2022-10-04 11:51:45.654732,-5500.00
14993,617,Receipt,R6631,QJ467YTFBK,2022-10-04 12:35:12.895186,-9000.00
14994,313,Receipt,R6632,QJ49818SYF,2022-10-04 13:05:34.34443,-4000.00
14995,516,Receipt,R6633,QJ44861PLI,2022-10-04 14:03:06.59348,-7000.00
14996,376,Receipt,R6634,QJ418DHQEN,2022-10-04 15:36:25.516805,-5000.00
14997,485,Receipt,R6635,QJ488DYWDS,2022-10-04 15:42:14.619727,-7000.00
14998,550,Receipt,R6636,QJ468L6P0Q,2022-10-04 17:04:18.658156,-8500.00
14999,619,Receipt,R6637,QJ478T9RC7,2022-10-04 18:19:29.327456,-15500.00
15000,257,Receipt,R6638,QJ438VEK69,2022-10-04 18:36:46.031064,-14500.00
