Id,ReceiptNo,TransactionDate,TenancyId,ReferenceNo,PaymentMode,ReceiptAmount,CapturedBy,Narration,Status,IDNumber,PayBillNo
8718,R8718,2023-02-28 09:38:53.127402,154,RBS2NHAMN2,1,15000.00,System,,Posted,,345345
8719,R8719,2023-02-28 09:44:15.429926,417,RBS5NHQR6L,1,2000.00,System,,Posted,,4051511
8730,R8730,2023-02-28 20:44:17.660955,373,RBS7PB58IP,1,5000.00,System,,Posted,,345345
8720,R8720,2023-02-28 11:14:59.469803,603,RBR3MSW5HJ,1,15500.00,System,,Posted,,345345
8721,R8721,2023-02-28 11:42:54.956007,688,RBQ0J0FVNM,1,18000.00,System,,Posted,,345345
8741,R8741,2023-03-01 11:06:55.156914,350,RC10QES8G8,1,4000.00,System,,Posted,,345345
8722,R8722,2023-02-28 12:02:36.876809,202,RBS5NTS3YD,1,3500.00,System,,Posted,,345345
8731,R8731,2023-02-28 20:44:18.471264,373,RBS7PB58IP,1,5000.00,System,,Posted,,345345
8723,R8723,2023-02-28 12:10:06.62814,381,RBS4NUFHVS,1,1000.00,System,,Posted,,345345
8724,R8724,2023-02-28 13:42:31.456564,497,RBS6O2UCTE,1,17500.00,System,,Posted,,345345
8732,R8732,2023-02-28 21:46:52.64955,258,RBS9PKZVMB,1,13500.00,System,,Posted,,345345
8749,R8749,2023-03-01 19:43:42.547839,149,RC13RWY5T1,1,12000.00,System,,Posted,,345345
8733,R8733,2023-03-01 00:16:42.513773,609,RC10PQXLXC,1,2000.00,System,,Posted,,4051511
8742,R8742,2023-03-01 11:51:30.699265,293,RC19QIOA6Z,1,8000.00,System,,Posted,,345345
8734,R8734,2023-03-01 04:51:50.544636,279,RC13PT367X,1,14000.00,System,,Posted,,345345
8735,R8735,2023-03-01 08:31:43.224219,17,RC17Q1H5X5,1,1000.00,System,,Posted,,345345
8736,R8736,2023-03-01 08:36:52.0461,351,RC18Q1VP3C,1,8500.00,System,,Posted,,345345
8743,R8743,2023-03-01 14:25:14.874011,593,RC13QWSCMD,1,8000.00,System,,Posted,,4051511
8737,R8737,2023-03-01 09:49:32.000952,565,RC17Q7VRSX,1,150.00,System,,Posted,,345345
8738,R8738,2023-03-01 09:51:08.794394,338,RC14Q80YII,1,14500.00,System,,Posted,,345345
8755,R8755,2023-03-02 12:35:23.335014,682,RC23TDWZW7,1,8000.00,System,,Posted,,4051511
8750,R8750,2023-03-01 19:58:05.679069,375,RC14RZ72RG,1,8000.00,System,,Posted,,345345
8744,R8744,2023-03-01 15:37:07.078086,654,RC11R37TCN,1,18500.00,System,,Posted,,345345
8745,R8745,2023-03-01 16:49:56.582084,309,RC17RA3BW9,1,6500.00,System,,Posted,,345345
8746,R8746,2023-03-01 16:54:59.648305,617,RC15RAMKAL,1,14000.00,System,,Posted,,345345
8751,R8751,2023-03-01 20:41:06.952154,249,RC10S52EPQ,1,3000.00,System,,Posted,,345345
8747,R8747,2023-03-01 18:59:57.593343,490,RC19RPYQ8J,1,7500.00,System,,Posted,,345345
8748,R8748,2023-03-01 19:18:25.309386,388,RC11RSUIC1,1,3000.00,System,,Posted,,345345
8759,R8759,2023-03-02 15:19:31.190277,537,RC20SJIS16,1,500.00,System,,Posted,,345345
8752,R8752,2023-03-01 22:21:37.222835,57,RC11SEDR9Z,1,5100.00,System,,Posted,,345345
8756,R8756,2023-03-02 13:52:39.258904,602,RC26TLAVTG,1,6000.00,System,,Posted,,345345
8753,R8753,2023-03-01 22:33:24.660658,334,RC17SF18TV,1,3000.00,System,,Posted,,345345
8754,R8754,2023-03-02 09:48:27.880645,535,RC23SYVMV7,1,8000.00,System,,Posted,,4051511
8757,R8757,2023-03-02 14:41:43.180744,182,RC26TPVXRQ,1,15500.00,System,,Posted,,345345
8758,R8758,2023-03-02 15:02:21.362823,671,RC24TRQMQY,1,15500.00,System,,Posted,,345345
8760,R8760,2023-03-02 16:02:02.634159,627,RC23TX6DR5,1,3000.00,System,,Posted,,4051511
8762,R8762,2023-03-02 19:22:01.886538,561,RC23UKWVI7,1,13500.00,System,,Posted,,345345
8761,R8761,2023-03-02 18:16:25.583369,34,RC27UBLV27,1,7000.00,System,,Posted,,345345
8763,R8763,2023-03-02 20:05:12.583991,6,RC27URL2RP,1,7000.00,System,,Posted,,345345
8764,R8764,2023-03-02 20:25:31.468455,81,RC20UUFVJ0,1,13500.00,System,,Posted,,345345
8765,R8765,2023-03-02 20:57:23.092657,639,RC21UYAS5J,1,12500.00,System,,Posted,,4051511
8766,R8766,2023-03-02 21:18:49.887274,251,RC24V0L9P8,1,6000.00,System,,Posted,,345345
8767,R8767,2023-03-02 21:26:02.027271,570,RC27V1BFGN,1,8000.00,System,,Posted,,4051511
8768,R8768,2023-03-02 21:31:34.273545,549,RC21V1TWTJ,1,8000.00,System,,Posted,,345345
8769,R8769,2023-03-02 21:41:22.375187,632,RC22V2PFSG,1,12500.00,System,,Posted,,4051511
8770,R8770,2023-03-02 22:14:49.789775,323,RC20V56J3G,1,13500.00,System,,Posted,,345345
8771,R8771,2023-03-03 08:53:36.015759,647,RC33VMUXTN,1,7000.00,System,,Posted,,4051511
8772,R8772,2023-03-03 13:03:31.933254,271,RC31W9JFQP,1,13500.00,System,,Posted,,345345
8773,R8773,2023-03-03 16:44:09.468352,284,RC37WUXM87,1,8000.00,System,,Posted,,345345
8809,R8809,2023-03-06 10:00:12.359356,362,RC68523GIY,1,5000.00,System,,Posted,,345345
8774,R8774,2023-03-03 18:42:11.668173,633,RC30X97GOQ,1,12500.00,System,,Posted,,4051511
8795,R8795,2023-03-05 12:01:42.573699,437,RC572OX599,1,8000.00,System,,Posted,,4051511
8775,R8775,2023-03-03 21:03:53.629903,673,RC38XTGQZ4,1,15500.00,System,,Posted,,345345
8776,R8776,2023-03-03 21:21:33.991805,676,RC38XVD4M0,1,4000.00,System,,Posted,,4051511
8777,R8777,2023-03-04 09:26:16.500301,548,RC40YK35VC,1,8000.00,System,,Posted,,345345
8796,R8796,2023-03-05 14:59:18.514267,579,RC5234MQFM,1,8000.00,System,,Posted,,4051511
8778,R8778,2023-03-04 09:28:32.558464,370,RC47YKAI1J,1,2000.00,System,,Posted,,345345
8779,R8779,2023-03-04 09:59:19.342331,521,RC42YN4KZG,1,8000.00,System,,Posted,,4051511
8780,R8780,2023-03-04 10:41:14.380561,686,RC43YR3WEX,1,8000.00,System,,Posted,,4051511
8797,R8797,2023-03-05 19:16:17.583247,318,RC543W4BMM,1,16500.00,System,,Posted,,345345
8781,R8781,2023-03-04 10:56:05.674666,516,RC44YSHJX8,1,8000.00,System,,Posted,,4051511
8782,R8782,2023-03-04 11:48:25.726324,307,RC48YXGHB2,1,10500.00,System,,Posted,,345345
8810,R8810,2023-03-06 10:12:30.812505,139,RC64538O1S,1,14500.00,System,,Posted,,345345
8783,R8783,2023-03-04 12:43:03.744411,372,RC49Z2RWJ9,1,7500.00,System,,Posted,,345345
8798,R8798,2023-03-05 19:46:22.863699,236,RC5840MOGC,1,14500.00,System,,Posted,,345345
8784,R8784,2023-03-04 17:15:31.329717,419,RC40ZUWT3Q,1,8000.00,System,,Posted,,4051511
8785,R8785,2023-03-04 18:48:16.542323,490,RC4716RWKV,1,6000.00,System,,Posted,,345345
8786,R8786,2023-03-04 19:40:18.232834,673,RC451EJ9CF,1,15500.00,System,,Posted,,345345
8799,R8799,2023-03-05 19:50:04.527465,447,RC5241551Q,1,8000.00,System,,Posted,,4051511
8787,R8787,2023-03-04 19:52:08.475808,619,RC441G79GU,1,9500.00,System,,Posted,,345345
8788,R8788,2023-03-04 20:43:31.554049,564,RC431MW80P,1,8000.00,System,,Posted,,4051511
8789,R8789,2023-03-05 08:00:27.631807,212,RC55261L0P,1,18500.00,System,,Posted,,345345
8800,R8800,2023-03-05 20:10:03.745816,91,RC5543Q8XB,1,10000.00,System,,Posted,,345345
8790,R8790,2023-03-05 08:11:21.134683,622,RC5826SEXA,1,15500.00,System,,Posted,,345345
8791,R8791,2023-03-05 08:43:47.4051,663,RC592949CX,1,8000.00,System,,Posted,,4051511
8811,R8811,2023-03-06 10:23:29.162872,55,RC66549MMO,1,12500.00,System,,Posted,,345345
8792,R8792,2023-03-05 10:16:00.401024,657,RC512GKOO5,1,10500.00,System,,Posted,,345345
8801,R8801,2023-03-05 22:25:12.766408,538,RC554G9ULZ,1,9500.00,System,,Posted,,345345
8793,R8793,2023-03-05 11:05:06.043885,194,RC522KFNSO,1,12500.00,System,,Posted,,345345
8794,R8794,2023-03-05 11:28:17.009041,440,RC572M8BB3,1,8000.00,System,,Posted,,4051511
8802,R8802,2023-03-05 23:37:26.211554,666,RC504J2K14,1,6000.00,System,,Posted,,345345
8819,R8819,2023-03-06 15:58:35.349187,555,RC655ZIY85,1,8000.00,System,,Posted,,345345
8803,R8803,2023-03-05 23:57:12.311164,600,RC574JGWK1,1,8000.00,System,,Posted,,4051511
8812,R8812,2023-03-06 10:49:05.990676,452,RC6156MYUT,1,8000.00,System,,Posted,,4051511
8804,R8804,2023-03-06 07:01:59.193315,93,RC674O6JTP,1,19500.00,System,,Posted,,345345
8805,R8805,2023-03-06 07:28:59.277374,462,RC624POQ6C,1,8000.00,System,,Posted,,4051511
8806,R8806,2023-03-06 08:17:43.338456,102,RC674T6DTV,1,15500.00,System,,Posted,,345345
8813,R8813,2023-03-06 12:00:27.189533,550,RC605D6U1U,1,8500.00,System,,Posted,,345345
8807,R8807,2023-03-06 09:01:28.737996,394,RC664WSSDQ,1,8000.00,System,,Posted,,4051511
8808,R8808,2023-03-06 09:08:35.471571,132,RC694XFBE7,1,8000.00,System,,Posted,,345345
8825,R8825,2023-03-06 18:51:51.607662,546,RC606IXV1G,1,7500.00,System,,Posted,,345345
8820,R8820,2023-03-06 16:02:40.898495,47,RC625ZWU7S,1,11500.00,System,,Posted,,345345
8814,R8814,2023-03-06 12:10:27.726382,417,RC605E3QRA,1,2500.00,System,,Posted,,4051511
8815,R8815,2023-03-06 12:43:01.491819,89,RC615H58AV,1,18500.00,System,,Posted,,345345
8816,R8816,2023-03-06 12:59:46.130351,460,RC605IQ7IG,1,8000.00,System,,Posted,,4051511
8821,R8821,2023-03-06 16:34:31.244839,35,RC6062YIYQ,1,7000.00,System,,Posted,,345345
8817,R8817,2023-03-06 13:02:15.340806,687,RC685IYY5C,1,8000.00,System,,Posted,,4051511
8818,R8818,2023-03-06 14:36:41.00652,540,RC665S1FXY,1,7500.00,System,,Posted,,345345
8829,R8829,2023-03-06 19:41:17.288082,589,RC646QNH2A,1,8000.00,System,,Posted,,4051511
8822,R8822,2023-03-06 17:04:50.71166,648,RC61661MIX,1,8000.00,System,,Posted,,4051511
8826,R8826,2023-03-06 18:54:42.449143,311,RC676JCNDJ,1,8500.00,System,,Posted,,345345
8823,R8823,2023-03-06 17:33:30.900966,571,RC62695K9I,1,4000.00,System,,Posted,,4051511
8824,R8824,2023-03-06 18:30:44.9352,683,RC676G49VL,1,8000.00,System,,Posted,,4051511
8827,R8827,2023-03-06 19:09:53.670899,586,RC606LKJ86,1,8000.00,System,,Posted,,4051511
8828,R8828,2023-03-06 19:16:29.684509,470,RC656MLP8N,1,8000.00,System,,Posted,,4051511
8830,R8830,2023-03-06 19:58:18.835257,283,RC676TBGFF,1,8500.00,System,,Posted,,345345
8832,R8832,2023-03-06 20:59:44.878764,580,RC6371FCHB,1,16000.00,System,,Posted,,4051511
8831,R8831,2023-03-06 20:14:11.200606,461,RC686VMEZA,1,8000.00,System,,Posted,,4051511
8833,R8833,2023-03-06 21:22:14.646564,581,RC6873SV7M,1,8000.00,System,,Posted,,4051511
8834,R8834,2023-03-06 21:32:39.527585,675,RC6974T9X7,1,8000.00,System,,Posted,,4051511
8835,R8835,2023-03-06 23:51:56.149727,592,RC617BOFCH,1,8000.00,System,,Posted,,4051511
8836,R8836,2023-03-07 05:32:49.728028,189,RC727DVHYU,1,8500.00,System,,Posted,,345345
8837,R8837,2023-03-07 06:07:03.70267,578,RC737ECD89,1,4000.00,System,,Posted,,4051511
8838,R8838,2023-03-07 07:00:54.815339,501,RC707G6E1Q,1,8500.00,System,,Posted,,4051511
8839,R8839,2023-03-07 07:15:14.768141,664,RC737GWG11,1,8000.00,System,,Posted,,4051511
8840,R8840,2023-03-07 07:20:47.51472,554,RC747H7MVU,1,7500.00,System,,Posted,,345345
8841,R8841,2023-03-07 07:30:05.423016,679,RC787HRQE2,1,7500.00,System,,Posted,,345345
8842,R8842,2023-03-07 07:33:45.8884,656,RC737HZU7R,1,15500.00,System,,Posted,,345345
8843,R8843,2023-03-07 08:08:35.993368,392,RC757KF62P,1,2500.00,System,,Posted,,4051511
8865,R8865,2023-03-07 20:52:48.677659,79,RC789ROYK4,1,13500.00,System,,Posted,,345345
8844,R8844,2023-03-07 08:47:20.726864,416,RC757NHX05,1,8000.00,System,,Posted,,4051511
8845,R8845,2023-03-07 09:35:17.199038,512,RC737RL4BN,1,8000.00,System,,Posted,,4051511
8846,R8846,2023-03-07 09:50:17.357477,66,RC707SX22S,1,13500.00,System,,Posted,,345345
8866,R8866,2023-03-07 20:59:24.756555,566,RC799SGC7H,1,8000.00,System,,Posted,,4051511
8847,R8847,2023-03-07 11:28:33.738681,354,RC7381X5QZ,1,8500.00,System,,Posted,,345345
8848,R8848,2023-03-07 12:26:23.670841,681,RC77878GIP,1,8000.00,System,,Posted,,4051511
8889,R8889,2023-03-08 18:30:46.812917,502,RC38XBKTOQ,1,8000.00,System,,Posted,,4051511
8849,R8849,2023-03-07 12:32:26.063478,655,RC7887SQDQ,1,12500.00,System,,Posted,,345345
8867,R8867,2023-03-07 21:22:25.855109,678,RC769UVOLG,1,8000.00,System,,Posted,,4051511
8850,R8850,2023-03-07 12:33:52.840724,473,RC7387X81L,1,9500.00,System,,Posted,,4051511
8851,R8851,2023-03-07 13:59:44.297481,578,RC768G4S0K,1,4000.00,System,,Posted,,4051511
8880,R8880,2023-03-08 10:10:55.100471,651,RC84AMLJO8,1,15500.00,System,,Posted,,345345
8852,R8852,2023-03-07 14:08:29.018561,80,RC708GY04S,1,13500.00,System,,Posted,,345345
8868,R8868,2023-03-07 21:23:20.313045,463,RC769UYOCM,1,8000.00,System,,Posted,,4051511
8853,R8853,2023-03-07 14:23:06.515498,583,RC738IA6S3,1,4000.00,System,,Posted,,4051511
8854,R8854,2023-03-07 14:35:17.810401,626,RC748JE67A,1,9500.00,System,,Posted,,4051511
8855,R8855,2023-03-07 14:39:12.100148,358,RC758JQOQ7,1,9000.00,System,,Posted,,345345
8869,R8869,2023-03-07 22:02:47.858625,511,RC749YEPNY,1,8000.00,System,,Posted,,4051511
8856,R8856,2023-03-07 16:05:05.505985,514,RC738RFRCJ,1,8000.00,System,,Posted,,4051511
8857,R8857,2023-03-07 16:31:46.698592,646,RC798TXS83,1,8000.00,System,,Posted,,4051511
8858,R8858,2023-03-07 17:43:20.672718,625,RC7891IMKI,1,8000.00,System,,Posted,,4051511
8870,R8870,2023-03-07 22:33:35.370122,640,RC77A0DYY1,1,12500.00,System,,Posted,,4051511
8859,R8859,2023-03-07 18:01:20.39342,313,RC7793M6M5,1,4000.00,System,,Posted,,345345
8860,R8860,2023-03-07 18:15:13.989113,680,RC7295AS0U,1,8500.00,System,,Posted,,345345
8881,R8881,2023-03-08 12:42:32.758634,69,RC88B07P7I,1,13500.00,System,,Posted,,345345
8861,R8861,2023-03-07 19:11:09.400521,542,RC799CV2KP,1,15000.00,System,,Posted,,345345
8871,R8871,2023-03-07 22:40:38.654024,397,RC73A0RFNX,1,8000.00,System,,Posted,,4051511
8862,R8862,2023-03-07 19:20:21.415146,573,RC799EBQKJ,1,8000.00,System,,Posted,,4051511
8863,R8863,2023-03-07 19:46:21.048869,597,RC769IJDSE,1,8000.00,System,,Posted,,4051511
8864,R8864,2023-03-07 20:52:34.747394,438,RC749RO14O,1,8000.00,System,,Posted,,4051511
8895,R8895,2023-03-08 19:30:07.57153,674,RC86C67I80,1,8000.00,System,,Posted,,4051511
8872,R8872,2023-03-07 23:02:15.162272,612,RC75A1SC45,1,7500.00,System,,Posted,,345345
8882,R8882,2023-03-08 12:50:23.768524,399,RC86B0XN5E,1,8000.00,System,,Posted,,4051511
8873,R8873,2023-03-07 23:55:58.73397,29,RC74A3GLP4,1,5000.00,System,,Posted,,345345
8874,R8874,2023-03-08 01:55:56.169066,359,RC83A4SMYF,1,7500.00,System,,Posted,,345345
8890,R8890,2023-03-08 18:31:21.185921,275,RC31W2QIDZ,1,8500.00,System,,Posted,,345345
8875,R8875,2023-03-08 06:34:41.139719,667,RC87A72C8N,1,8000.00,System,,Posted,,4051511
8883,R8883,2023-03-08 14:03:11.552092,477,RC87B7SN7L,1,8000.00,System,,Posted,,4051511
8876,R8876,2023-03-08 07:04:12.635223,559,RC89A89D45,1,6000.00,System,,Posted,,4051511
8877,R8877,2023-03-08 07:52:55.182591,110,RC87AB66SL,1,5500.00,System,,Posted,,345345
8878,R8878,2023-03-08 08:44:56.510717,303,RC85AF6J2N,1,8500.00,System,,Posted,,345345
8884,R8884,2023-03-08 14:04:26.861028,611,RC82B7X52O,1,11595.00,System,,Posted,,345345
8879,R8879,2023-03-08 08:53:22.487591,387,RC81AFVLLN,1,7500.00,System,,Posted,,345345
8885,R8885,2023-03-08 17:16:47.443846,583,RC84BQCZ8W,1,4000.00,System,,Posted,,4051511
8891,R8891,2023-03-08 18:31:59.51268,476,RC85BYHC5L,1,8000.00,System,,Posted,,4051511
8886,R8886,2023-03-08 17:46:40.562388,159,RC81BTF9VB,1,15500.00,System,,Posted,,345345
8887,R8887,2023-03-08 18:29:47.399452,179,RC676EMN5R,1,11500.00,System,,Posted,,345345
8899,R8899,2023-03-08 20:27:33.682393,58,RC81CE7KAD,1,12500.00,System,,Posted,,345345
8888,R8888,2023-03-08 18:30:12.709632,537,RC44ZPO258,1,800.00,System,,Posted,,345345
8896,R8896,2023-03-08 20:11:45.066387,498,RC81CC4G43,1,18000.00,System,,Posted,,345345
8892,R8892,2023-03-08 18:39:13.473932,410,RC83BZCFTL,1,6000.00,System,,Posted,,4051511
8893,R8893,2023-03-08 18:41:08.871071,61,RC86BZKTK6,1,14500.00,System,,Posted,,345345
8894,R8894,2023-03-08 18:51:26.257488,439,RC88C0UI0S,1,8000.00,System,,Posted,,4051511
8897,R8897,2023-03-08 20:14:37.904697,73,RC84CCIGRO,1,13500.00,System,,Posted,,345345
8900,R8900,2023-03-08 20:33:14.95002,623,RC80B2CXNE,1,4000.00,System,,Posted,,345345
8898,R8898,2023-03-08 20:20:09.928709,677,RC81CD8CX3,1,8000.00,System,,Posted,,4051511
8902,R8902,2023-03-08 20:33:56.144564,257,RC49YDFUB1,1,14500.00,System,,Posted,,345345
8901,R8901,2023-03-08 20:33:46.828694,297,RC718LGWXL,1,13500.00,System,,Posted,,345345
8903,R8903,2023-03-08 20:35:22.628262,83,RC37WIJARV,1,17250.00,System,,Posted,,345345
8904,R8904,2023-03-08 20:36:08.671594,82,RC39WIALH1,1,17500.00,System,,Posted,,345345
8905,R8905,2023-03-08 20:36:47.345333,607,RC89CFB8T9,1,8000.00,System,,Posted,,4051511
8906,R8906,2023-03-08 20:37:01.444979,568,RC30VNZS4E,1,8000.00,System,,Posted,,4051511
8907,R8907,2023-03-06 20:39:00.0,343,RUNDA05-03-2023,0,350000,,PAID INTO ABSA,Posted,,345345
8908,R8908,2023-03-08 20:40:28.094357,513,RC89CFRKX7,1,8000.00,System,,Posted,,4051511
8909,R8909,2023-03-01 20:39:00.0,450,SANDAL01-03-23,0,185000,,PAID INTO NCBA,Posted,,345345
8910,R8910,2023-03-06 20:40:00.0,175,IMARA06-03-23,0,45000,,PAID INTO ABSA VIA CHEQUE,Posted,,345345
8911,R8911,2023-03-08 21:54:01.733358,30,RC87CMV34Z,1,8500.00,System,,Posted,,345345
8912,R8912,2023-03-08 21:59:03.726109,400,RC88CN8O6K,1,8000.00,System,,Posted,,4051511
8913,R8913,2023-03-08 22:09:29.145215,484,RC85CNYPSN,1,4000.00,System,,Posted,,4051511
8935,R8935,2023-03-09 19:00:29.995604,169,RC93ET7PWV,1,11500.00,System,,Posted,,345345
8914,R8914,2023-03-08 22:43:15.449523,517,RC87CPSR3R,1,8000.00,System,,Posted,,4051511
8915,R8915,2023-03-08 22:52:10.556931,43,RC82CQ7CUU,1,8000.00,System,,Posted,,345345
8916,R8916,2023-03-08 23:14:05.233899,396,RC86CR17JU,1,8000.00,System,,Posted,,4051511
8936,R8936,2023-03-09 19:38:59.209756,36,RC99EZGL1H,1,8500.00,System,,Posted,,345345
8917,R8917,2023-03-09 00:14:50.025706,247,RC92CSJM8S,1,6500.00,System,,Posted,,345345
8918,R8918,2023-03-09 00:38:21.509629,158,RC98CSYX74,1,10000.00,System,,Posted,,345345
8959,R8959,2023-03-10 19:38:46.75853,509,RCA9HROIFD,1,4000.00,System,,Posted,,4051511
8919,R8919,2023-03-09 08:00:26.586524,20,RC92D13JW4,1,8000.00,System,,Posted,,345345
8937,R8937,2023-03-09 20:31:37.478841,336,RC98F77GGW,1,13500.00,System,,Posted,,345345
8920,R8920,2023-03-09 10:14:08.950633,42,RC93DCNUL9,1,6000.00,System,,Posted,,345345
8921,R8921,2023-03-09 10:32:52.729056,402,RC84B3VF40,1,8000.00,System,,Posted,,4051511
8950,R8950,2023-03-10 11:47:28.134033,556,RCA2GDBBEM,1,8000.00,System,,Posted,,4051511
8922,R8922,2023-03-09 11:04:56.372111,689,RC30WWRXKQ,1,5000.00,System,,Posted,,345345
8938,R8938,2023-03-09 20:51:04.862617,328,RC93F9NSYT,1,8500.00,System,,Posted,,345345
8923,R8923,2023-03-09 11:05:18.33524,689,RB23RMZCW5,1,5000.00,System,,Posted,,345345
8924,R8924,2023-03-09 11:16:11.719808,370,RC98DIB05Q,1,3000.00,System,,Posted,,345345
8925,R8925,2023-03-09 11:25:41.06545,213,RC93DJ6979,1,13500.00,System,,Posted,,345345
8939,R8939,2023-03-09 21:10:10.203926,644,RC98FBRMZI,1,12500.00,System,,Posted,,4051511
8926,R8926,2023-03-09 12:22:23.034331,665,RC97DOEJQL,1,8000.00,System,,Posted,,4051511
8927,R8927,2023-03-09 12:29:37.62869,493,RC99DP2XLF,1,11500.00,System,,Posted,,345345
8928,R8928,2023-03-09 14:02:21.878759,401,RC97DXYB3D,1,9000.00,System,,Posted,,4051511
8940,R8940,2023-03-09 21:23:52.520329,39,RC90FD5714,1,7500.00,System,,Posted,,345345
8929,R8929,2023-03-09 14:30:43.674919,65,RC99E0KFJ1,1,13500.00,System,,Posted,,345345
8930,R8930,2023-03-09 14:43:11.939355,433,RC97E1P43P,1,8000.00,System,,Posted,,4051511
8951,R8951,2023-03-10 12:04:11.70918,620,RCA3GET6NZ,1,8000.00,System,,Posted,,4051511
8931,R8931,2023-03-09 15:05:14.495016,588,RC92E3O9UM,1,8000.00,System,,Posted,,4051511
8941,R8941,2023-03-09 22:08:01.914538,150,RC97FGSHY7,1,9500.00,System,,Posted,,345345
8932,R8932,2023-03-09 15:30:54.327937,645,RC91E5YU2L,1,12500.00,System,,Posted,,4051511
8933,R8933,2023-03-09 17:15:22.820982,642,RC92EG26A4,1,12500.00,System,,Posted,,4051511
8934,R8934,2023-03-09 18:44:13.547451,310,RC90EQUPC8,1,5000.00,System,,Posted,,345345
8965,R8965,2023-03-10 22:39:22.166359,425,RCA3IAJWGX,1,4000.00,System,,Posted,,4051511
8942,R8942,2023-03-09 23:01:26.784309,306,RC97FJPAET,1,15000.00,System,,Posted,,345345
8952,R8952,2023-03-10 15:25:32.028367,407,RCA9GXKNP7,1,8000.00,System,,Posted,,4051511
8943,R8943,2023-03-10 07:31:10.55124,327,RCA6FRPEXM,1,8500.00,System,,Posted,,345345
8944,R8944,2023-03-10 07:32:15.579328,138,RCA3FRS369,1,18000.00,System,,Posted,,345345
8960,R8960,2023-03-10 20:44:13.429274,458,RCA9I0PUVZ,1,8000.00,System,,Posted,,4051511
8945,R8945,2023-03-10 09:27:08.031386,464,RCA6G0PWTY,1,8000.00,System,,Posted,,4051511
8953,R8953,2023-03-10 16:25:51.721515,669,RCA5H3ADZR,1,7500.00,System,,Posted,,345345
8946,R8946,2023-03-10 09:46:10.099109,392,RCA5G2EJU9,1,500.00,System,,Posted,,4051511
8947,R8947,2023-03-10 10:01:33.424617,489,RCA7G3RT4D,1,14500.00,System,,Posted,,345345
8948,R8948,2023-03-10 10:38:07.401644,279,RCA7G72KMF,1,500.00,System,,Posted,,345345
8954,R8954,2023-03-10 16:31:45.232061,91,RCA0H3W6IY,1,5500.00,System,,Posted,,345345
8949,R8949,2023-03-10 10:45:31.176185,587,RCA8G7QK3Q,1,8000.00,System,,Posted,,4051511
8955,R8955,2023-03-10 16:45:39.20574,613,RCA0H5BD9U,1,8000.00,System,,Posted,,4051511
8961,R8961,2023-03-10 21:08:54.568142,649,RCA2I3HQF8,1,12500.00,System,,Posted,,4051511
8956,R8956,2023-03-10 17:05:16.146445,585,RCA6H7DWBQ,1,8000.00,System,,Posted,,345345
8957,R8957,2023-03-10 18:30:42.911436,268,RCA9HHKKMD,1,13500.00,System,,Posted,,345345
8969,R8969,2023-03-11 10:04:02.827961,608,RCB6IVK4ZS,1,7000.00,System,,Posted,,4051511
8958,R8958,2023-03-10 19:03:19.751366,281,RCA5HM367P,1,7500.00,System,,Posted,,345345
8966,R8966,2023-03-11 00:42:26.848433,29,RCB3IDXYDR,1,600.00,System,,Posted,,345345
8962,R8962,2023-03-10 21:33:23.44189,492,RCA8I5WOWC,1,7500.00,System,,Posted,,345345
8963,R8963,2023-03-10 21:46:29.40027,601,RCA4I71W2O,1,7000.00,System,,Posted,,4051511
8964,R8964,2023-03-10 22:36:17.972503,176,RCA2IAE6HM,1,9000.00,System,,Posted,,345345
8967,R8967,2023-03-11 08:10:46.135191,240,RCB5IM2TGX,1,9000.00,System,,Posted,,345345
8970,R8970,2023-03-11 12:08:31.932957,158,RCB8J6WU9C,1,8500.00,System,,Posted,,345345
8968,R8968,2023-03-11 08:15:09.106684,148,RCB3IME63F,1,13500.00,System,,Posted,,345345
8972,R8972,2023-03-11 12:32:38.948759,598,RCB3J963RJ,1,8000.00,System,,Posted,,4051511
8971,R8971,2023-03-11 12:16:48.27436,17,RCB7J7OAED,1,8000.00,System,,Posted,,345345
8973,R8973,2023-03-11 14:14:06.655965,395,RCB2JJ3M90,1,8000.00,System,,Posted,,4051511
8974,R8974,2023-03-11 14:20:28.615838,408,RCB4JJRLVW,1,4000.00,System,,Posted,,4051511
8975,R8975,2023-03-11 15:50:19.521894,195,RC98E80NNK,1,12500.00,System,,Posted,,345345
8976,R8976,2023-03-11 15:50:32.449074,365,RC94E97A1I,1,85000.00,System,,Posted,,345345
8977,R8977,2023-03-11 16:53:08.908282,417,RCB8JZ61AM,1,5000.00,System,,Posted,,4051511
8978,R8978,2023-03-11 19:21:00.29328,330,RCB5KHYHPH,1,16500.00,System,,Posted,,345345
8979,R8979,2023-03-11 23:17:45.681029,288,RCB8L4PHH4,1,7500.00,System,,Posted,,345345
8980,R8980,2023-03-12 04:27:29.151739,559,RCC6L8CWCG,1,2000.00,System,,Posted,,4051511
8981,R8981,2023-03-12 07:32:22.585311,147,RCC5LBJ52R,1,17500.00,System,,Posted,,345345
8982,R8982,2023-03-12 13:04:00.650916,652,RCC6LZYBO6,1,8000.00,System,,Posted,,4051511
8983,R8983,2023-03-12 13:37:05.04368,23,RCC2M2PV9S,1,8000.00,System,,Posted,,345345
9028,R9028,2023-03-23 13:08:04.989659,21,RCI54KVAD7,1,8000,System,,Posted,,345345
8984,R8984,2023-03-12 13:58:56.56311,467,RCC0M4NBNC,1,7000.00,System,,Posted,,4051511
